UUID,Concat,Concat_Tokenized
b6224113-62a7-4467-9b1c-b37710e2a801,Broadacres JS45 Crendon Drive School,"[""Broadacres"", ""JS"", ""45"", ""Crendon"", ""Drive"", ""School""]"
3f0fab74-0bca-45dc-8d83-40fd4d936819,Brookmill Blvd Jr PS25 Brookmill Boulevard School,"[""Brookmill"", ""Blvd"", ""Jr"", ""PS"", ""25"", ""Brookmill"", ""Boulevard"", ""School""]"
3906f0f9-8d20-428d-a4d4-4675ca6430e6,Brookside PS75 Oasis Boulevard School,"[""Brookside"", ""PS"", ""75"", ""Oasis"", ""Boulevard"", ""School""]"
b6a03404-aed1-471b-9e7b-fe7e66a32b07,Brookview MS4505 Jane Street School,"[""Brookview"", ""MS"", ""4505"", ""Jane"", ""Street"", ""School""]"
bac60c07-0dff-4a1a-b363-1b71148dfadf,Burnhamthorpe CI500 The East Mall School,"[""Burnhamthorpe"", ""CI"", ""500"", ""The"", ""East"", ""Mall"", ""School""]"
e360b96e-fb69-4d5d-b65a-f7462d09ec38,Burrows Hall Jr PS151 Burrows Hall Boulevard School,"[""Burrows"", ""Hall"", ""Jr"", ""PS"", ""151"", ""Burrows"", ""Hall"", ""Boulevard"", ""School""]"
f1d9b761-0b36-4356-aaa0-e75ca1ac2906,C D Farquharson Jr PS1965 Brimley Road School,"[""C"", ""D"", ""Farquharson"", ""Jr"", ""PS"", ""1965"", ""Brimley"", ""Road"", ""School""]"
3e498511-8e4e-4b0e-aa22-59fea56a3b55,Cameron PS211 Cameron Avenue School,"[""Cameron"", ""PS"", ""211"", ""Cameron"", ""Avenue"", ""School""]"
4c5b9c7f-e52d-48d6-9afb-0df2e85ccb47,Carleton Village Jr & Sr PS315 Osler Street School,"[""Carleton"", ""Village"", ""Jr"", ""&"", ""Sr"", ""PS"", ""315"", ""Osler"", ""Street"", ""School""]"
3b863d1f-6f8f-4908-a287-f170486255de,Cassandra PS45 Cassandra Boulevard School,"[""Cassandra"", ""PS"", ""45"", ""Cassandra"", ""Boulevard"", ""School""]"
7673d1fa-0a9a-4d24-bc52-35d258a74f54,Cedarbrook Jr PS56 Nelson Street School,"[""Cedarbrook"", ""Jr"", ""PS"", ""56"", ""Nelson"", ""Street"", ""School""]"
b140c04a-461e-4a7b-a35e-1afabf082496,Cedarvale Community School145 Ava Road School,"[""Cedarvale"", ""Community"", ""School"", ""145"", ""Ava"", ""Road"", ""School""]"
4683c37d-79d3-4d8b-b261-0705bc8d4b47,Centennial Road Jr PS271 Centennial Road School,"[""Centennial"", ""Road"", ""Jr"", ""PS"", ""271"", ""Centennial"", ""Road"", ""School""]"
b0ce7a8a-d90a-47de-8f2b-62a0bce08f90,Century Schoolhouse502 Sammon Avenue Administrative offices and related facilities,"[""Century"", ""Schoolhouse"", ""502"", ""Sammon"", ""Avenue"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
41f2f89a-f3df-4e5c-b107-5e6673dea0b7,Chalkfarm PS100 Chalkfarm Drive School,"[""Chalkfarm"", ""PS"", ""100"", ""Chalkfarm"", ""Drive"", ""School""]"
aca2b222-f430-4225-8d71-3e4fe8d844c1,Charles E Webster Jr PS1900 Keele Street School,"[""Charles"", ""E"", ""Webster"", ""Jr"", ""PS"", ""1900"", ""Keele"", ""Street"", ""School""]"
ab3343c4-edd5-4f97-9a86-6da19696117e,Charlottetown Jr PS85 Charlottetown Boulevard School,"[""Charlottetown"", ""Jr"", ""PS"", ""85"", ""Charlottetown"", ""Boulevard"", ""School""]"
6a8b37a3-c80f-44e0-82da-7173783cf822,Chartland Jr PS & Delphi Alt. SS109 Chartland Boulevard South School,"[""Chartland"", ""Jr"", ""PS"", ""&"", ""Delphi"", ""Alt."", ""SS"", ""109"", ""Chartland"", ""Boulevard"", ""South"", ""School""]"
26c16931-6838-4e19-b79a-480c5c1c7cc8,Cherokee PS390 Cherokee Boulevard School,"[""Cherokee"", ""PS"", ""390"", ""Cherokee"", ""Boulevard"", ""School""]"
5737c2db-2068-4d64-a7e4-64e88022e5f6,Chine Drive PS51 Chine Drive School,"[""Chine"", ""Drive"", ""PS"", ""51"", ""Chine"", ""Drive"", ""School""]"
c9d252c6-56d1-41f7-b680-bd30f2aaa05f,Church Street Jr PS & Native Learning Centre83 Alexander Street School,"[""Church"", ""Street"", ""Jr"", ""PS"", ""&"", ""Native"", ""Learning"", ""Centre"", ""83"", ""Alexander"", ""Street"", ""School""]"
9f0b337e-a934-442d-93a4-410b9db66cad,Churchill Heights PS749 Brimorton Drive School,"[""Churchill"", ""Heights"", ""PS"", ""749"", ""Brimorton"", ""Drive"", ""School""]"
97e97898-0705-4949-97d8-3f76a6e1ebe0,Broadlands PS106 Broadlands Boulevard School,"[""Broadlands"", ""PS"", ""106"", ""Broadlands"", ""Boulevard"", ""School""]"
1e7519b9-ae13-4a33-a54d-09d04c1ae7b1,Brock Jr PS93 Margueretta Street School,"[""Brock"", ""Jr"", ""PS"", ""93"", ""Margueretta"", ""Street"", ""School""]"
e22e9ee9-8a93-492e-b005-df5ee1f17992,Brookhaven PS70 Brookhaven Drive School,"[""Brookhaven"", ""PS"", ""70"", ""Brookhaven"", ""Drive"", ""School""]"
e7f118f4-9c09-4c08-8d20-143e317af00b,Brown Jr PS & City Community Centre454 Avenue Road School,"[""Brown"", ""Jr"", ""PS"", ""&"", ""City"", ""Community"", ""Centre"", ""454"", ""Avenue"", ""Road"", ""School""]"
a2d9447b-24ab-48b1-aa0b-7e0fa154e028,Bruce Jr PS51 LARCHMOUNT AVENUE School,"[""Bruce"", ""Jr"", ""PS"", ""51"", ""LARCHMOUNT"", ""AVENUE"", ""School""]"
debbf30e-6807-4090-95c1-aeb7a37535cc,Buchanan PS4 Bucannan Road School,"[""Buchanan"", ""PS"", ""4"", ""Bucannan"", ""Road"", ""School""]"
871cb059-fb83-405b-b87a-f2bd30f10806,C R Marchant Middle S1 Ralph Street School,"[""C"", ""R"", ""Marchant"", ""Middle"", ""S"", ""1"", ""Ralph"", ""Street"", ""School""]"
bc364139-df46-4b3d-a1f0-8df52bd28aa8,C W Jefferys CI340 Sentinel Road School,"[""C"", ""W"", ""Jefferys"", ""CI"", ""340"", ""Sentinel"", ""Road"", ""School""]"
cb77b0d4-cd57-40d5-be8f-0f5031e78f92,Calico PS35 Calico Drive School,"[""Calico"", ""PS"", ""35"", ""Calico"", ""Drive"", ""School""]"
f6d03d60-737a-47db-9dba-6aba6f141f2e,Castlebar PS - Reopened Juy 201770  Chartwell Road School,"[""Castlebar"", ""PS"", ""-"", ""Reopened"", ""Juy"", ""201770"", ""Chartwell"", ""Road"", ""School""]"
c29ed248-50b2-4fdf-8130-0cc8ff370fbb,Cedar Drive Jr PS21 Gatesview Avenue School,"[""Cedar"", ""Drive"", ""Jr"", ""PS"", ""21"", ""Gatesview"", ""Avenue"", ""School""]"
4d5d9e1b-025d-4a8a-bdef-02223be82481,Cedarbrae CI550 Markham Road School,"[""Cedarbrae"", ""CI"", ""550"", ""Markham"", ""Road"", ""School""]"
35f1fcd3-a163-47e5-af6d-295f74557c08,Central Commerce Collegiate570 Shaw Street School,"[""Central"", ""Commerce"", ""Collegiate"", ""570"", ""Shaw"", ""Street"", ""School""]"
0829c97e-a3ed-4fd7-89aa-b93d7be48348,Central Etobicoke HS10 Denfield Street School,"[""Central"", ""Etobicoke"", ""HS"", ""10"", ""Denfield"", ""Street"", ""School""]"
797135f4-a57c-407d-8f82-929f24c56b1a,Central Technical School725 Bathurst Street School,"[""Central"", ""Technical"", ""School"", ""725"", ""Bathurst"", ""Street"", ""School""]"
386f53de-ab33-4837-90e6-10fb4deb9289,Charles G Fraser Jr PS79 Manning Avenue School,"[""Charles"", ""G"", ""Fraser"", ""Jr"", ""PS"", ""79"", ""Manning"", ""Avenue"", ""School""]"
784cafa8-d470-48ad-bedc-c604e7a3fc98,Charles Gordon Sr PS25 Marcos Boulevard School,"[""Charles"", ""Gordon"", ""Sr"", ""PS"", ""25"", ""Marcos"", ""Boulevard"", ""School""]"
fabbdb8a-e0bd-46a7-b69f-b8e736d076f4,Charles H Best MS (East)285 Wilmington Avenue School,"[""Charles"", ""H"", ""Best"", ""MS"", """", ""East"", """", ""285"", ""Wilmington"", ""Avenue"", ""School""]"
d6fc920e-8f72-4fb1-9bf2-5612e34f90a9,Chester ES115 Gowan Avenue School,"[""Chester"", ""ES"", ""115"", ""Gowan"", ""Avenue"", ""School""]"
73677956-c88c-414a-9e52-d94dbf7abc30,Chester Le Jr PS201 Chester Le Boulevard School,"[""Chester"", ""Le"", ""Jr"", ""PS"", ""201"", ""Chester"", ""Le"", ""Boulevard"", ""School""]"
e3f7c40e-efa2-4c57-b611-424dc69c35ba,Chief Dan George PS185 Generation Boulevard School,"[""Chief"", ""Dan"", ""George"", ""PS"", ""185"", ""Generation"", ""Boulevard"", ""School""]"
5dc4bcdd-c006-48a8-898d-2dcec09a3783,Churchill PS188 Churchill Avenue School,"[""Churchill"", ""PS"", ""188"", ""Churchill"", ""Avenue"", ""School""]"
5c712268-a57e-4c35-aff0-d89979588752,City Adult Learning Centre1 Danforth Avenue School,"[""City"", ""Adult"", ""Learning"", ""Centre"", ""1"", ""Danforth"", ""Avenue"", ""School""]"
c351390f-6289-4fb1-9a66-8de27ea684aa,Claireville JS350 Silverstone Drive School,"[""Claireville"", ""JS"", ""350"", ""Silverstone"", ""Drive"", ""School""]"
8e6b434e-502f-4820-b72b-4a73b4e7c902,Clairlea PS25 Rosalind Crescent School,"[""Clairlea"", ""PS"", ""25"", ""Rosalind"", ""Crescent"", ""School""]"
b4fb7186-24d6-45db-b5b8-8969f2a26231,Claude Watson School for the Arts130 Doris Avenue School,"[""Claude"", ""Watson"", ""School"", ""for"", ""the"", ""Arts"", ""130"", ""Doris"", ""Avenue"", ""School""]"
6685c266-16c3-42fa-bbd3-f789d1bc7c7c,Cliffside JPS27 East Haven Drive School,"[""Cliffside"", ""JPS"", ""27"", ""East"", ""Haven"", ""Drive"", ""School""]"
1eec5791-a8d1-43a4-9f00-727d83dc8a30,Cordella Jr PS175 Cordella Avenue School,"[""Cordella"", ""Jr"", ""PS"", ""175"", ""Cordella"", ""Avenue"", ""School""]"
a4b79dfc-4232-4a94-bbac-dfbe289c6b4c,Cornell Jr PS61 Holmfirth Terrace School,"[""Cornell"", ""Jr"", ""PS"", ""61"", ""Holmfirth"", ""Terrace"", ""School""]"
d5d108d0-00a3-477f-8981-3bc9fdc0df55,Corvette Jr PS30 Corvette Avenue School,"[""Corvette"", ""Jr"", ""PS"", ""30"", ""Corvette"", ""Avenue"", ""School""]"
694b3a94-1f42-424b-96a1-52ff516b8f88,Crescent Town ES4 Massey Square School,"[""Crescent"", ""Town"", ""ES"", ""4"", ""Massey"", ""Square"", ""School""]"
7f45fb60-3027-431e-b987-ec49cbbee70c,Cresthaven PS46 Cresthaven Drive School,"[""Cresthaven"", ""PS"", ""46"", ""Cresthaven"", ""Drive"", ""School""]"
f4e000f3-6487-420c-8565-785f891cd621,Crestview PS101 Seneca Hill Drive School,"[""Crestview"", ""PS"", ""101"", ""Seneca"", ""Hill"", ""Drive"", ""School""]"
463290b2-bc43-4bd2-a110-0951e3b010e6,Danforth Collegiate & Technical Institute800 Greenwood Avenue School,"[""Danforth"", ""Collegiate"", ""&"", ""Technical"", ""Institute"", ""800"", ""Greenwood"", ""Avenue"", ""School""]"
a950ab07-0aa4-4869-a70e-c06fb0133c70,Danforth Gardens PS20 Santamonica Boulevard School,"[""Danforth"", ""Gardens"", ""PS"", ""20"", ""Santamonica"", ""Boulevard"", ""School""]"
521e0bec-ed02-4c81-8cfa-68a5f70e8178,David & Mary Thomson CI2740 Lawrence Avenue East School,"[""David"", ""&"", ""Mary"", ""Thomson"", ""CI"", ""2740"", ""Lawrence"", ""Avenue"", ""East"", ""School""]"
ec563245-9809-472b-84ff-1df62114b4d2,Deer Park Jr & Sr PS23 Ferndale Avenue School,"[""Deer"", ""Park"", ""Jr"", ""&"", ""Sr"", ""PS"", ""23"", ""Ferndale"", ""Avenue"", ""School""]"
bae62dc8-882f-433a-9079-48fba57103c0,Dellcrest PS1633 Sheppard Avenue West School,"[""Dellcrest"", ""PS"", ""1633"", ""Sheppard"", ""Avenue"", ""West"", ""School""]"
9e84da1d-71ac-4b47-94ec-5603bc84fba7,Denlow PS50 Denlow Boulevard School,"[""Denlow"", ""PS"", ""50"", ""Denlow"", ""Boulevard"", ""School""]"
9e732dac-29a0-4fc5-97e3-495b11e252e3,Dixon Grove JMS315 The Westway School,"[""Dixon"", ""Grove"", ""JMS"", ""315"", ""The"", ""Westway"", ""School""]"
a0a22a86-4ec9-4379-b876-97cd6874c98d,Don Mills MS & CI17 The Donway East School,"[""Don"", ""Mills"", ""MS"", ""&"", ""CI"", ""17"", ""The"", ""Donway"", ""East"", ""School""]"
a453daf6-3e6f-490e-a8e3-9014ab7b0220,Don Valley JHS3100 Don Mills Road School,"[""Don"", ""Valley"", ""JHS"", ""3100"", ""Don"", ""Mills"", ""Road"", ""School""]"
81c19b1f-3057-4467-9a3c-eb4e6b065e37,Douglas Park301 Lanor Avenue School,"[""Douglas"", ""Park"", ""301"", ""Lanor"", ""Avenue"", ""School""]"
8521b0d6-2771-4849-8262-a8e4663ec250,Dovercourt Jr PS228 Bartlett Avenue School,"[""Dovercourt"", ""Jr"", ""PS"", ""228"", ""Bartlett"", ""Avenue"", ""School""]"
863ac8a3-e72e-42fa-9924-94f9a17df41c,Downsview PS2829 Keele Street School,"[""Downsview"", ""PS"", ""2829"", ""Keele"", ""Street"", ""School""]"
bab8d023-f53f-4942-a5f4-8af687513b51,Dr Norman Bethune CI200 Fundy Bay Boulevard School,"[""Dr"", ""Norman"", ""Bethune"", ""CI"", ""200"", ""Fundy"", ""Bay"", ""Boulevard"", ""School""]"
09bb274a-c9c8-4e0f-b9cc-d417371dca5f,Drewry SS70 Drewry Avenue School,"[""Drewry"", ""SS"", ""70"", ""Drewry"", ""Avenue"", ""School""]"
1c02ccd7-c080-4c6f-8738-760023e928d9,Driftwood PS265 Driftwood Avenue School,"[""Driftwood"", ""PS"", ""265"", ""Driftwood"", ""Avenue"", ""School""]"
074b0af6-1d60-4261-a240-061f330703ea,Cliffwood PS140 Cliffwood Road School,"[""Cliffwood"", ""PS"", ""140"", ""Cliffwood"", ""Road"", ""School""]"
e043f39d-01e0-4113-afe6-35f0187155c6,Clinton Street Jr PS460 Manning Avenue School,"[""Clinton"", ""Street"", ""Jr"", ""PS"", ""460"", ""Manning"", ""Avenue"", ""School""]"
1220fa9d-e22c-408b-8a3b-7efce6ce369c,"Contact Alt School (College St SS, McCaul St PS)132 SAINT PATRICK STREET School","[""Contact"", ""Alt"", ""School"", """", ""College"", ""St"", ""SS"", """", ""McCaul"", ""St"", ""PS"", """", ""132"", ""SAINT"", ""PATRICK"", ""STREET"", ""School""]"
d311465f-fb63-421c-a11c-d2aed0029e4a,Cosburn MS & Diefenbaker ES520 Cosburn Avenue School,"[""Cosburn"", ""MS"", ""&"", ""Diefenbaker"", ""ES"", ""520"", ""Cosburn"", ""Avenue"", ""School""]"
037b1144-b732-4aa9-8ffc-e2fd6d5c315d,Cottingham Jr PS85 Birch Avenue School,"[""Cottingham"", ""Jr"", ""PS"", ""85"", ""Birch"", ""Avenue"", ""School""]"
6b9f5b6e-6604-47f0-99b3-17c84c100424,Courcelette PS100 Fallingbrook Road School,"[""Courcelette"", ""PS"", ""100"", ""Fallingbrook"", ""Road"", ""School""]"
ad4ae5b1-2492-4865-8942-de41726f89e3,Cummer Valley MS70 Maxome Avenue School,"[""Cummer"", ""Valley"", ""MS"", ""70"", ""Maxome"", ""Avenue"", ""School""]"
488068be-280a-45a2-9297-49515e53c6b6,DA Morrison MS271 Gledhill Avenue School,"[""DA"", ""Morrison"", ""MS"", ""271"", ""Gledhill"", ""Avenue"", ""School""]"
77dfab43-c641-40de-a963-ba9a90dbc1c2,Dallington PS18 Dallington Drive School,"[""Dallington"", ""PS"", ""18"", ""Dallington"", ""Drive"", ""School""]"
f3d9017b-8293-4b79-a983-a46b4e4aba35,David Hornell JS32 Victoria Street School,"[""David"", ""Hornell"", ""JS"", ""32"", ""Victoria"", ""Street"", ""School""]"
595080d9-6450-439b-8a4c-bf67734ff2e9,David Lewis PS130 Fundy Bay Boulevard School,"[""David"", ""Lewis"", ""PS"", ""130"", ""Fundy"", ""Bay"", ""Boulevard"", ""School""]"
638374fa-64d6-48e6-9586-51cd3b785c7a,Daystrom PS25 Daystrom Drive School,"[""Daystrom"", ""PS"", ""25"", ""Daystrom"", ""Drive"", ""School""]"
08b77488-99af-4570-9424-a7311b38526f,Dennis Avenue Community School17 Dennis Avenue School,"[""Dennis"", ""Avenue"", ""Community"", ""School"", ""17"", ""Dennis"", ""Avenue"", ""School""]"
b0ad3cbf-d1ba-4d95-bc2d-b3a75d590530,Derrydown PS120 Derrydown Road School,"[""Derrydown"", ""PS"", ""120"", ""Derrydown"", ""Road"", ""School""]"
41e26b1f-c51d-438b-aee4-cc4e815fffd4,Dewson Street Jr PS65 Concord Avenue School,"[""Dewson"", ""Street"", ""Jr"", ""PS"", ""65"", ""Concord"", ""Avenue"", ""School""]"
68248456-8e83-41a9-8e85-e7983086e5da,Donview MS20 Evermede Drive School,"[""Donview"", ""MS"", ""20"", ""Evermede"", ""Drive"", ""School""]"
dd2a4384-7e4d-4082-9ff3-848bfd61dacf,Donwood Park Jr PS61 Dorcot Avenue School,"[""Donwood"", ""Park"", ""Jr"", ""PS"", ""61"", ""Dorcot"", ""Avenue"", ""School""]"
37180937-8d58-4ffd-a772-890db464c046,Dorset Park Jr PS28 Blaisdale Road School,"[""Dorset"", ""Park"", ""Jr"", ""PS"", ""28"", ""Blaisdale"", ""Road"", ""School""]"
9bd289d0-5b30-4b77-95f3-471bde52879d,Downsview SS7 Hawksdale Road School,"[""Downsview"", ""SS"", ""7"", ""Hawksdale"", ""Road"", ""School""]"
69ec7a97-0aed-445a-988e-57854ac3b4a8,Downtown Alternative School Jr85 Lower Jarvis Street School,"[""Downtown"", ""Alternative"", ""School"", ""Jr"", ""85"", ""Lower"", ""Jarvis"", ""Street"", ""School""]"
f4f1afce-f64f-4c68-9f0a-06f6238875c1,Dr M Hilliard SrPS & LB Pearson CI280 Washburn Way School,"[""Dr"", ""M"", ""Hilliard"", ""SrPS"", ""&"", ""LB"", ""Pearson"", ""CI"", ""280"", ""Washburn"", ""Way"", ""School""]"
fa81ca7d-a329-4411-aff5-a5a51f5692c4,Dublin Heights E & MS100 Bainbridge Avenue School,"[""Dublin"", ""Heights"", ""E"", ""&"", ""MS"", ""100"", ""Bainbridge"", ""Avenue"", ""School""]"
196d2e39-c41d-4acd-a7d2-c7752ae47df4,Duke of Connaught Jr & Sr PS70 Woodfield Road School,"[""Duke"", ""of"", ""Connaught"", ""Jr"", ""&"", ""Sr"", ""PS"", ""70"", ""Woodfield"", ""Road"", ""School""]"
670af5df-ba41-4227-bee4-c377d29dd4c0,Dundas Jr PS & First Nations School of Toronto935 Dundas Street East School,"[""Dundas"", ""Jr"", ""PS"", ""&"", ""First"", ""Nations"", ""School"", ""of"", ""Toronto"", ""935"", ""Dundas"", ""Street"", ""East"", ""School""]"
e4072775-7832-4828-a649-6aea06134017,Dunlace PS20 Dunlace Drive School,"[""Dunlace"", ""PS"", ""20"", ""Dunlace"", ""Drive"", ""School""]"
02359d4b-626c-4283-96dd-56fe4adc100f,Earl Beatty Jr. & Sr. PS55 Woodington Avenue School,"[""Earl"", ""Beatty"", ""Jr."", ""&"", ""Sr."", ""PS"", ""55"", ""Woodington"", ""Avenue"", ""School""]"
ebfa38a0-4530-47b5-850f-71a06954627c,Earl Grey Sr PS100 Strathcona Avenue School,"[""Earl"", ""Grey"", ""Sr"", ""PS"", ""100"", ""Strathcona"", ""Avenue"", ""School""]"
311b6150-3914-49f3-a0a8-b24babcf09f4,East York Alternative SS670 Cosburn Avenue School,"[""East"", ""York"", ""Alternative"", ""SS"", ""670"", ""Cosburn"", ""Avenue"", ""School""]"
2333d12b-5174-4f0b-a800-ff8df549f213,East York CI650 Cosburn Avenue School,"[""East"", ""York"", ""CI"", ""650"", ""Cosburn"", ""Avenue"", ""School""]"
5c4b0afa-1fdc-43fb-ad8d-07945738dc3a,Eastdale CI701 Gerrard Street East School,"[""Eastdale"", ""CI"", ""701"", ""Gerrard"", ""Street"", ""East"", ""School""]"
04972a30-44e4-4d0f-9fd2-c3e0e8d7cd1e,Eatonville JS15 Rossburn Drive School,"[""Eatonville"", ""JS"", ""15"", ""Rossburn"", ""Drive"", ""School""]"
f58edc9c-5b1d-4a42-88eb-c4966bce5b8c,Edgewood PS230 Birkdale Road School,"[""Edgewood"", ""PS"", ""230"", ""Birkdale"", ""Road"", ""School""]"
ff7f1ad4-441a-4d1e-b156-c907b2566f79,Eglinton Jr PS & Spectrum Alt. School223 Eglinton Avenue East School,"[""Eglinton"", ""Jr"", ""PS"", ""&"", ""Spectrum"", ""Alt."", ""School"", ""223"", ""Eglinton"", ""Avenue"", ""East"", ""School""]"
61cde8cb-4571-47be-a43d-fdd46212834f,Ellesmere-Statton PS739 Ellesmere Road School,"[""Ellesmere-Statton"", ""PS"", ""739"", ""Ellesmere"", ""Road"", ""School""]"
1b2ce8f3-9def-4005-bea2-dde53cbe2289,Elmbank JS Academy10 Pittsboro Drive School,"[""Elmbank"", ""JS"", ""Academy"", ""10"", ""Pittsboro"", ""Drive"", ""School""]"
2b875536-6e41-40df-b791-466d11d12ae2,Elmlea JS50 Hadrian Drive School,"[""Elmlea"", ""JS"", ""50"", ""Hadrian"", ""Drive"", ""School""]"
b4d6d0f6-9e1e-4113-b974-05fae5760ab2,"Essex Jr & Sr PS, Hawthorne Alternative50 Essex Street School","[""Essex"", ""Jr"", ""&"", ""Sr"", ""PS"", """", ""Hawthorne"", ""Alternative"", ""50"", ""Essex"", ""Street"", ""School""]"
bec13d74-4b18-402e-90f8-ad3d05719baf,Etienne Brule JS50 Cloverhill Road School,"[""Etienne"", ""Brule"", ""JS"", ""50"", ""Cloverhill"", ""Road"", ""School""]"
ba0ae43f-b690-4a6e-8c2a-fc0465904868,Etobicoke CI86 Montgomery Road School,"[""Etobicoke"", ""CI"", ""86"", ""Montgomery"", ""Road"", ""School""]"
a5cb4811-740e-4a70-8a10-fe55bf617d9f,F H Miller Jr PS300 Caledonia Road School,"[""F"", ""H"", ""Miller"", ""Jr"", ""PS"", ""300"", ""Caledonia"", ""Road"", ""School""]"
4883b847-3001-45ea-b83d-e15f887ef6bd,Fairbank Memorial Community School555 Harvie Avenue School,"[""Fairbank"", ""Memorial"", ""Community"", ""School"", ""555"", ""Harvie"", ""Avenue"", ""School""]"
513e197b-1a1d-4a68-a1f1-da78fc8f90da,Fairbank Middle S2335 Dufferin Street School,"[""Fairbank"", ""Middle"", ""S"", ""2335"", ""Dufferin"", ""Street"", ""School""]"
c13f81a4-b524-44b1-b55e-e88261cf1151,Faywood Arts-Based Curriculum School95 Faywood Boulevard School,"[""Faywood"", ""Arts-Based"", ""Curriculum"", ""School"", ""95"", ""Faywood"", ""Boulevard"", ""School""]"
e00d2da2-c02a-4e79-a563-e4814a9663ea,Fenside PS131 Fenside Drive School,"[""Fenside"", ""PS"", ""131"", ""Fenside"", ""Drive"", ""School""]"
aaa16952-18f0-49af-be0f-c99388859d76,Fern Avenue Jr & Sr PS128 Fern Avenue School,"[""Fern"", ""Avenue"", ""Jr"", ""&"", ""Sr"", ""PS"", ""128"", ""Fern"", ""Avenue"", ""School""]"
b635fc54-2a7e-438e-9642-6571b1d9a410,Fleming PS20 LITTLES ROAD School,"[""Fleming"", ""PS"", ""20"", ""LITTLES"", ""ROAD"", ""School""]"
41f7d7da-6e69-4f8e-aa83-17c9e94ffa01,Flemington PS10 Flemington Road School,"[""Flemington"", ""PS"", ""10"", ""Flemington"", ""Road"", ""School""]"
4c1eddbc-22ff-4b18-8f91-7af8e215f69e,Forest Hill CI730 Eglinton Avenue West School,"[""Forest"", ""Hill"", ""CI"", ""730"", ""Eglinton"", ""Avenue"", ""West"", ""School""]"
fea31ef8-7083-42de-82e8-2e8f671fe8eb,Earl Haig Jr PS15 Earl Haig Avenue School,"[""Earl"", ""Haig"", ""Jr"", ""PS"", ""15"", ""Earl"", ""Haig"", ""Avenue"", ""School""]"
021c1d12-d39a-4242-826a-ea56410a39a0,Earl Haig SS100 Princess Avenue School,"[""Earl"", ""Haig"", ""SS"", ""100"", ""Princess"", ""Avenue"", ""School""]"
32346c19-830e-49d1-85ca-c2dffd931b77,Earlscourt Jr- leased21 Ascot Avenue School,"[""Earlscourt"", ""Jr-"", ""leased"", ""21"", ""Ascot"", ""Avenue"", ""School""]"
a471b29d-7040-47c5-9866-d2fdd317a364,Eastern Ave Centre849 Eastern Ave School,"[""Eastern"", ""Ave"", ""Centre"", ""849"", ""Eastern"", ""Ave"", ""School""]"
1a54b03b-1153-4912-b01e-1a208ad1d331,Eastern Commerce CI & Subway Academy16 Phin Avenue School,"[""Eastern"", ""Commerce"", ""CI"", ""&"", ""Subway"", ""Academy"", ""16"", ""Phin"", ""Avenue"", ""School""]"
a87de2f9-a985-408b-99f7-15072928c395,Eastview Jr PS20 Waldock Street School,"[""Eastview"", ""Jr"", ""PS"", ""20"", ""Waldock"", ""Street"", ""School""]"
f52c0581-bc7c-490e-b897-4306b594b801,Elia MS215 Sentinel Road School,"[""Elia"", ""MS"", ""215"", ""Sentinel"", ""Road"", ""School""]"
1ca0f13d-cd6d-465f-96e6-51a4451e7c14,Elizabeth Simcoe Jr PS166 Sylvan Avenue School,"[""Elizabeth"", ""Simcoe"", ""Jr"", ""PS"", ""166"", ""Sylvan"", ""Avenue"", ""School""]"
7d0266d7-368a-439a-b116-cb2de0b0fdbe,Elkhorn PS10 Elkhorn Drive School,"[""Elkhorn"", ""PS"", ""10"", ""Elkhorn"", ""Drive"", ""School""]"
84f0f55d-c5aa-46c4-8aea-ed34767f48d8,Emery CI3395 Weston Road School,"[""Emery"", ""CI"", ""3395"", ""Weston"", ""Road"", ""School""]"
cb96cb0c-a758-48d2-b204-646accd11f5c,Emily Carr PS90 John Tabor Trail School,"[""Emily"", ""Carr"", ""PS"", ""90"", ""John"", ""Tabor"", ""Trail"", ""School""]"
da0f6172-dc0d-4d58-8ac2-06b8a57b9169,Ernest PS150 Cherokee Boulevard School,"[""Ernest"", ""PS"", ""150"", ""Cherokee"", ""Boulevard"", ""School""]"
4f24183e-390d-4b3a-86e0-67d92158c162,"Etobicoke Outdoor Education Centre (Albion)16557 Humber Station Road, RR#3 Other","[""Etobicoke"", ""Outdoor"", ""Education"", ""Centre"", """", ""Albion"", """", ""16557"", ""Humber"", ""Station"", ""Road"", """", ""RR"", ""#"", ""3"", ""Other""]"
fbc64252-e181-47e8-b858-e58dcfc0e48c,Etobicoke School of the Arts675 Royal York Road School,"[""Etobicoke"", ""School"", ""of"", ""the"", ""Arts"", ""675"", ""Royal"", ""York"", ""Road"", ""School""]"
2c75af26-871b-4e23-94fd-18647aed37c0,Etobicoke Year-Round Alternative Centre160 Silverhill Drive School,"[""Etobicoke"", ""Year-Round"", ""Alternative"", ""Centre"", ""160"", ""Silverhill"", ""Drive"", ""School""]"
555e94f9-311b-4111-9bec-17c69d3ff104,Fairglen Jr PS2200 Pharmacy Avenue School,"[""Fairglen"", ""Jr"", ""PS"", ""2200"", ""Pharmacy"", ""Avenue"", ""School""]"
1772c891-e094-45be-9d5f-bd974c7d5b7e,Fairmeadow PS17 Fairmeadow Avenue School,"[""Fairmeadow"", ""PS"", ""17"", ""Fairmeadow"", ""Avenue"", ""School""]"
